si no,LATITUDE,LONGITUDE,District,Elevation,Slope,Rainfall,MinTemp,MaxTemp,Humidity,NDVI,B,Ca,Cu,EC,Fe,K,Mg,Mn,N,Org_C,P,S,Zn,pH
109,12.08316231,75.550511,Kannur,71,2.8431787,21.98980677,19.17601061,31.48734252,64.2642136,0.81782347,0.113399997,256,7.259850025,0.11,48.85200119,188.2944031,130.2279968,55.58000183,332.4159851,2.393617021,188.2563171,38.56000137,5.987780094,4.599999905
110,12.15312958,75.45407867,Kannur,92,4.8221707,43.38611984,18.63982465,30.2886402,66.84288069,0.70540315,0.059999999,528,5.980000019,0.11,89.95999908,645.5200195,81.25,71.95999908,581,1.679999948,147.5500031,20.27000046,5.179999828,5.96999979
111,11.7669393,75.610774,Kannur,31,2.6497555,22.99308872,21.0935016,31.27222779,69.39096055,0.6201347,0.07,862.1300049,5.119999886,0.11,49.77999878,500.1300049,215.8999939,65.98999786,710,1.120000005,40.13999939,41.31999969,9.869999886,6.210000038
112,12.19337368,75.40570068,Kannur,59,5.970993,21.83053827,20.42248688,31.6807182,68.20758219,0.6111856,0.07,524,5.599999905,0.11,54.33000183,620.0800171,81.25,82.94999695,685,1.5,6.199999809,49.95999908,6.130000114,5.710000038
113,12.27750015,75.38600159,Kannur,96,13.041124,14.72337395,19.48611182,31.52498122,65.7954982,0.6512368,0.07,750,3.414000034,0.11,34.45999908,121.0999985,315,45.98799896,514,1.610000014,56.31999969,22.25,7.889999866,5.539999962
114,12.20952988,75.280693,Kannur,98,3.3642464,8.309372307,21.90739094,31.21134996,69.36719805,0.40400845,0.079999998,789,5.239999771,0.11,74.20999908,245.5,69.95999908,81.20999908,258,0.430000007,3.099999905,47.56000137,7.889999866,5.369999886
115,11.8333662,75.510855,Kannur,21,4.6273675,7.892810106,21.92949408,30.78086216,70.64805075,0.61987823,0.079999998,405,3.779999971,0.11,44.22999954,146.6000061,126,21.81999969,765,1.899999976,11.25,32.84999847,8.340000153,5.900000095
116,11.87224388,75.438388,Kannur,50,9.510425,10.46054196,22.01733209,31.7111366,68.33291587,0.72330487,0.090000004,368.5,3.119999886,0.11,47.40000153,150.8000031,121,22.96999931,397,1.200000048,31.12999916,24.21999931,7.900000095,6.289999962
117,12.00453186,75.54325104,Kannur,94,2.9370322,23.00406086,21.24597978,32.18597196,65.21408968,0.2511955,0.090000004,1240,6.079999924,0.11,45.5,352.3500061,480,65.84999847,520,5.150000095,50.43999863,13.25,8.409999847,6.25
118,11.74876595,75.561538,Kannur,18,3.7047918,8.441144347,21.93108494,30.75358208,73.1514314,0.6183061,0.100000001,912.460022,3.970000029,0.11,37.13000107,568.8599854,249,71.58999634,810,1.330000043,38.88999939,21.31999969,12.35999966,6.409999847
119,12.25413418,75.46253967,Kannur,268,12.448698,58.05974126,17.52597198,30.03959598,63.35793817,0.6992074,0.100000001,525,3.700000048,0.11,44.47999954,375.6000061,240.5,68.9960022,850,1.700000048,45.52000046,33.20000076,6.039999962,6.119999886
120,11.83876228,75.512236,Kannur,41,3.3906357,7.892810106,21.92949408,30.78086216,70.64805075,0.3837462,0.100000001,345,3.420000076,0.11,43.13999939,156.5,115,18.95999908,682,1.75999999,17.10000038,34,8.260000229,6.119999886
121,11.92965603,75.504707,Kannur,46,5.6269484,16.04581845,21.70774494,31.9706402,66.38667776,0.5077299,0.119999997,1200,3.779999971,0.11,27.89999962,273.8399963,180,77.69999695,596,2.619999886,107.8000031,10.61999989,8.720000267,6.389999866
122,12.03287983,75.736585,Kannur,75,6.22539,22.26030779,20.09892583,33.19815821,62.46473311,0.8341118,0.129999995,327,6.221700191,0.11,45.28527832,245.6519928,88.95899963,56.99599838,622,1.419999957,45.28580093,48.9396286,5.559999943,6.039999962
123,12.20413113,75.44369507,Kannur,107,2.651947,47.05227041,20.42248688,31.6807182,68.20758219,0.7215971,0.150000006,304,7.111852169,0.11,35.5625,195.6799927,100.2200012,41.25849915,256.480011,1.649999976,22.55999947,17.54800034,5.869999886,5.300000191
124,12.07651234,75.55905914,Kannur,29,2.7802885,21.98980677,19.17601061,31.48734252,64.2642136,0.48203593,0.170000002,562,6.247399807,0.11,36.92919922,400.25,90.48500061,31.28528023,785,1.279999971,49.96900177,30.25581932,6.449999809,5.619999886
125,12.03977203,75.409433,Kannur,76,3.3635685,19.96178651,22.32439417,32.13279351,65.84348166,0.6490231,0.209999993,496,6.871711731,0.11,60.25,110,89.99900055,50.22999954,504,2.700000048,172.3000031,65.85900116,5.110000134,5.5
126,12.08372021,75.562311,Kannur,62,2.7802885,21.98980677,19.17601061,31.48734252,64.2642136,0.6141072,1.200000048,285,8.415184975,0.12,28.28499985,158.5899963,98.58999634,45.54999924,321.9599915,2.200000048,11.89000034,10.39999962,6.958220005,5.099999905
127,12.25090122,75.343527,Kannur,162,2.652186,10.82304958,21.41198331,31.54112607,66.61067622,0.5132209,0.07,136,4.5985878,0.12,89.95999908,302.8500061,82.69200134,57.54999924,238,0.800000012,0.99000001,23.18000031,4.320000172,5.550000191
128,12.18910027,75.40550232,Kannur,74,12.742886,21.83053827,20.42248688,31.6807182,68.20758219,0.64473116,0.07,624,5.659999847,0.12,41.22999954,650.2800293,75.55999756,84.12999725,698,2.099999905,4.699999809,52.25,5.980000019,5.869999886
129,12.16038036,75.33654785,Kannur,112,4.7227902,10.14785194,21.90739094,31.21134996,69.36719805,0.4484635,0.079999998,840,5.690000057,0.12,58.86000061,696.8599854,76.26000214,78.84999847,365,0.99000001,193.2599945,27.29000092,5.659999847,6.210000038
130,12.08038998,75.54766666,Kannur,106,10.265973,34.02769828,20.20244514,31.43099286,66.02362224,0.5801919,0.090000004,410,5.958499908,0.12,37.68000031,152.4799957,275,57.12857819,615,1.889999986,35.63999939,46.95500183,8.539999962,5.869999886
131,12.20866585,75.460356,Kannur,109,5.292625,49.92389035,18.63982465,30.2886402,66.84288069,0.65425843,0.109999999,458,4.895874977,0.12,35.25799942,215.4700012,135.85282,54.88399887,658,1.75999999,26.63999939,35.3219986,5.420000076,5.909999847
132,12.04835987,75.358597,Kannur,65,12.025895,11.96176755,22.32439417,32.13279351,65.84348166,0.465478,0.109999999,520,4.110000134,0.12,66.5,218.3999939,288,61.63000107,564,1.879999995,15.5,12.40999985,8.800000191,6.309999943
133,11.80761242,75.602042,Kannur,29,0.9474539,24.0844717,21.0935016,31.27222779,69.39096055,0.69249314,0.122000001,256.4299927,2.25999999,0.12,27.57999992,98.62000275,125,25.85820007,195,0.072999999,32.41999817,28.81999969,3.119999886,5.650000095
134,12.02634525,75.730004,Kannur,49,8.497319,22.26030779,20.09892583,33.19815821,62.46473311,0.7095373,0.129999995,110,5.800000191,0.12,36.29999924,110.5,148,29.85820007,215,0.819999993,34.27999878,52.25249863,7.400000095,5.679999828
135,11.9007864,75.442642,Kannur,30,5.7430086,10.16026856,22.01733209,31.7111366,68.33291587,0.5506888,0.150000006,998.75,3.329999924,0.12,20.45999908,351.1700134,125.6299973,85.62000275,580,1.889999986,88.87000275,30.25,4.949999809,6.269999981
136,11.97421837,75.5301001,Kannur,71,6.760027,19.63823771,21.24597978,32.18597196,65.21408968,0.4587745,0.170000002,650.4799805,5.829999924,0.12,45.45000076,345.1600037,82.33000183,47.22000122,599,3.5,58.5,41.84999847,5.989999771,5.699999809
137,12.12776089,75.4639974,Kannur,177,5.999841,38.06579638,20.20244514,31.43099286,66.02362224,0.6320331,0.209999993,412,6.1117741,0.12,39.99200058,214.2200012,124.5279999,24.5984993,217,0.876999974,52.3219986,26.35280037,7.139999866,5.730000019
138,12.03692722,75.465845,Kannur,75,6.532874,20.43144166,21.24597978,32.18597196,65.21408968,0.76052064,0.093000002,301,5.514110088,0.126,45.99000168,326.5,98.97000122,32.97000122,245,0.879000008,47.93690109,20.25620079,7.139999866,5.489999771
139,11.99068737,75.653233,Kannur,49,7.761128,19.0768224,20.09892583,33.19815821,62.46473311,0.6718622,0.123000003,286,5.985000134,0.13,55.85200119,80.44999695,82.51999664,55.85800171,196.3399963,0.660000026,8.399999619,36.18000031,8.399999619,5.610000134
140,12.08259964,75.5963974,Kannur,57,15.503855,21.98980677,19.17601061,31.48734252,64.2642136,0.67534155,0.239999995,212,6.417469978,0.13,28.28280067,318.5549927,85.89279938,27.85950089,588,0.99000001,35.65200043,50.22579956,6.070000172,5.119999886
141,12.04642487,75.586448,Kannur,38,5.9987173,32.37979555,20.3084248,32.81704207,64.75651692,0.72320354,0.133000001,359,8.24741745,0.13,36.35628128,158.9680023,108.5279999,40.66899872,614,1.279999971,86.66999817,72.35224915,6.958479881,5.360000134
142,12.03955269,75.657791,Kannur,39,6.6726093,17.3895148,20.09892583,33.19815821,62.46473311,0.8084912,0.230000004,456,7.188399792,0.13,56.38219833,156.4700012,104.625,43.54999924,215.4799957,1.350000024,56.88999939,55.68399811,6.217169762,5.599999905
143,11.8790102,75.444811,Kannur,33,3.9719274,10.46054196,22.01733209,31.7111366,68.33291587,0.55616784,0.085000001,311.6400146,3.150000095,0.13,51.45999908,125.6999969,97,27.59000015,533,1.360000014,22.39999962,30.25099945,7.199999809,6.489999771
144,12.13680363,75.301401,Kannur,29,3.789247,9.60625571,22.6973224,31.52068218,68.47627566,0.40925267,0.730000019,396,5.58781004,0.13,75.51999664,682.5,99.95980072,58.95999908,566,1.389999986,0.720000029,21.25620079,3.650000095,6.079999924
145,12.12426472,75.477368,Kannur,159,1.3264799,38.06579638,20.20244514,31.43099286,66.02362224,0.27353236,0.152199998,360,12.30000019,0.13,23.79999924,238.447998,168,25.88199997,627,2.029411765,4.636799812,53.2521019,12.89999962,5.820000172
146,12.28393364,75.395298,Kannur,95,6.6061997,14.72337395,19.48611182,31.52498122,65.7954982,0.788006,0.381799996,405,5.511140823,0.13,35.65219879,433.4400024,95.82228088,51.55899811,319.8720093,2.393617021,410.88096,24.25,4.119999886,5.239999771
147,12.02154547,75.666425,Kannur,57,8.821094,17.3895148,20.09892583,33.19815821,62.46473311,0.6541197,0.086599998,800,3.799999952,0.13,46,204.2879944,264,61.28258514,526,2.441176471,24.95359993,51.52199936,50.20000076,6.099999905
148,12.14203644,75.289526,Kannur,21,4.695107,5.595197171,22.6973224,31.52068218,68.47627566,0.61876726,0.079999998,212,6.010000229,0.13,65.27999878,281.7999878,54.52000046,85.95999908,285,0.769999981,17.70000076,27.70000076,8.050000191,6.099999905
149,11.92768002,75.462325,Kannur,11,6.6062703,15.02618396,21.70774494,31.9706402,66.38667776,0.4705452,0.090000004,461,2.5,0.13,44.5,410.5,128,38.95000076,520,1.75,93.30000305,25.52519989,3.599999905,6.099999905
150,12.09093571,75.55283356,Kannur,41,4.731875,21.98980677,19.17601061,31.48734252,64.2642136,0.6532753,0.090000004,452,7.5,0.13,41.09999847,152.4299927,105.25,31.28528023,702,1.850000024,52.68000031,55.65800095,9.600000381,5.699999809
151,12.22579002,75.3326416,Kannur,61,3.3940544,18.73948801,21.90739094,31.21134996,69.36719805,0.7068878,0.090000004,758,5.849999905,0.13,89.58999634,405.6199951,96.25,75.65000153,601,1.929999948,815.9899902,48.59999847,5.989999771,5.190000057
152,11.92533493,75.508612,Kannur,69,6.464861,16.04581845,21.70774494,31.9706402,66.38667776,0.7215118,0.119999997,415.480011,5.199999809,0.13,73.40000153,176.2799988,118,28.95999908,524,1.5,36.77999878,31.25,8.100000381,6.420000076
153,12.01678276,75.512418,Kannur,39,0,23.00406086,21.24597978,32.18597196,65.21408968,0.6977792,0.140000001,579,5.170000076,0.13,38.52999878,165.4900055,124.2799988,45.63000107,534,1.789999962,32.31999969,25.75,5.849999905,5.699999809
154,11.91622829,75.454267,Kannur,33,8.024811,15.02618396,21.70774494,31.9706402,66.38667776,0.5805903,0.150000006,385,2.700000048,0.13,38.79999924,312.5,124,50.59000015,574,1.799999952,86,15.32258034,3.099999905,6.150000095
155,12.05785847,75.40538025,Kannur,16,6.6730456,22.7569645,21.27937417,31.83009517,67.89460079,0.48667386,0.150000006,471,6.849999905,0.13,51.29000092,170.6000061,85.52999878,72.95999908,526,2.700000048,150.3999939,21.86000061,5.110000134,5.400000095
156,11.96361923,75.513371,Kannur,41,7.2709956,19.63823771,21.24597978,32.18597196,65.21408968,0.6280816,0.150000006,592.3400269,5.599999905,0.13,42.20999908,212.3999939,122.4000015,38.93000031,578,3.400000095,55.47000122,35.50999832,4.900000095,5.099999905
157,11.83256435,75.4728241,Kannur,17,4.727382,7.967959672,21.92949408,30.78086216,70.64805075,0.60418516,0.159999996,359,6.949999809,0.13,39.93000031,142.3999939,122.6299973,22.96999931,721,1.090000033,86.69999695,24.14999962,7.960000038,5.449999809
158,11.94229507,75.466735,Kannur,48,1.8953282,15.02618396,21.70774494,31.9706402,66.38667776,0.7043902,0.200000003,125,3,0.13,10.39999962,173.3999939,153,31.95000076,510,2.700000048,11.5,23.69594955,6.269999981,5.699999809
159,12.00445175,75.669632,Kannur,36,2.0823715,17.3895148,20.09892583,33.19815821,62.46473311,0.50615203,0.098999999,315,6.214399815,0.14,30.28528023,345.8200073,100.9690018,28.99500084,599,1.580000043,31.20999908,55.85800171,6.21999979,6.130000114
160,12.2677872,75.363038,Kannur,62,5.0820994,14.72337395,19.48611182,31.52498122,65.7954982,0.53369987,0.093199998,880,3.410000086,0.14,42.09999847,120.7360001,324,25.85820007,635,1.735294118,17.85199928,44.32527924,5.429999828,6.190000057
161,12.03732872,75.392777,Kannur,12,1.3262597,11.96176755,22.32439417,32.13279351,65.84348166,0.7114776,0.131200001,358,7.244800091,0.14,55.56000137,178.8863983,99.95200348,53.13999939,527,2.64893617,109.2604828,75.90000153,4.980000019,5.349999905
162,12.14117241,75.302884,Kannur,21,7.6012473,9.60625571,22.6973224,31.52068218,68.47627566,0.41079897,0.079999998,228,5.985799789,0.14,80.58999634,636.2000122,85.6289978,50.29999924,539,1.279999971,0.75,17.85858917,4.110000134,6.150000095
163,11.87907219,75.433837,Kannur,25,4.8174696,10.46054196,22.01733209,31.7111366,68.33291587,0.4548143,0.159999996,655,4.429999828,0.14,35.5,278.3999939,108,34.84999847,528,2.400000095,82.80000305,32.85800171,3.700000048,6.179999828
164,12.14028454,75.4227829,Kannur,27,8.030632,25.59272635,21.27937417,31.83009517,67.89460079,0.67315173,0.170000002,315,2.579999924,0.14,31.20999908,55.36000061,99.97000122,32.95000076,528,1.460000038,28.5,24.5,3.960000038,5.550000191
165,12.08366585,75.329478,Kannur,76,2.9371219,9.119403295,22.6973224,31.52068218,68.47627566,0.498103,0.189999998,298,5.158579826,0.14,85.95999908,240.4199982,65.22000122,51.29000092,748,5.300000191,59.40000153,28.58499908,6.25,5.699999809
166,11.98489285,75.555641,Kannur,44,14.987417,26.28952253,20.3084248,32.81704207,64.75651692,0.72273785,0.200000003,459,5.320000172,0.14,35.25,185.7400055,109,48.25,554,2.039999962,38.29000092,31.25,5.360000134,4.710000038
167,11.9583292,75.464343,Kannur,57,1.3260615,17.8658787,21.24597978,32.18597196,65.21408968,0.51498127,0.289999992,405.3999939,6.300000191,0.15,98.40000153,496.6000061,136,47.86000061,496,0.096000001,33.40000153,17.29999924,6.900000095,5.53000021
168,12.19108009,75.4719696,Kannur,104,12.513834,43.38611984,18.63982465,30.2886402,66.84288069,0.51221347,0.029999999,1012,5.210000038,0.15,100.2200012,282.1099854,96.25,62.84999847,319,0.99000001,531.2999878,12.27999973,5.199999809,5.510000229
169,11.92029285,75.459189,Kannur,31,5.076404,15.02618396,21.70774494,31.9706402,66.38667776,0.6204986,0.092,450,2.299999952,0.15,38.79999924,372.4599915,107,45.59000015,536,1.919999957,91.09999847,21.74740028,3.299999952,6.199999809
170,12.16666889,75.494681,Kannur,152,24.060314,43.38611984,18.63982465,30.2886402,66.84288069,0.6533606,0.106200002,569,7.04181385,0.15,65.25827789,374.3039856,78.99500275,61.99499893,370.0480042,2.585106383,76.4310379,48.36500168,5.889999866,5.78000021
171,12.26422119,75.355818,Kannur,65,6.7651377,14.72337395,19.48611182,31.52498122,65.7954982,0.5532274,0.186000004,312,5.411699772,0.15,29.92962074,255.6000061,99.85279846,52.66899872,272.1400146,2.75,31.84000015,25.64999962,3.890000105,5.300000191
172,12.19449043,75.50765228,Kannur,249,25.338339,83.29215384,18.63982465,30.2886402,66.84288069,0.7618748,0.050000001,640,5.550000191,0.15,97.58999634,326.5899963,79.87999725,58.95999908,566,1.549999952,1435.339966,15.46000004,5.769999981,6.329999924
173,12.14556885,75.287932,Kannur,36,7.9099894,5.595197171,22.6973224,31.52068218,68.47627566,0.6418805,0.079999998,301,5.409999847,0.15,85.62999725,310.5,59.95999908,81.25,271,0.75,20.10000038,25.10000038,8.140000343,5.900000095
174,12.21817017,75.30281067,Kannur,135,1.3267195,18.73948801,21.90739094,31.21134996,69.36719805,0.6375497,0.079999998,712,6.039999962,0.15,82.36000061,388.1199951,112.5299988,81.69999695,554,1.019999981,707.8800049,36.99000168,6.010000229,5.230000019
175,11.76256371,75.640085,Kannur,44,5.626852,22.99308872,21.0935016,31.27222779,69.39096055,0.61840695,0.090000004,489.980011,2.75999999,0.15,24.12000084,86.33999634,278,63.00999832,595,0.860000014,50.40999985,33.36000061,8.31000042,6.150000095
176,12.24569511,75.35931396,Kannur,230,5.547545,22.76787436,20.42248688,31.6807182,68.20758219,0.50489646,0.109999999,204,4.1858548,0.15,75.52999878,689.2999878,91.25820923,52.36999893,528,1.070000052,0.949999988,26.95899963,3.960000038,6.420000076
177,11.82967091,75.493474,Kannur,13,0.92740995,7.967959672,21.92949408,30.78086216,70.64805075,0.55967414,0.109999999,452,5.869999886,0.15,42.93000031,136.8200073,130.2200012,21.96999931,655,1.120000005,87.19999695,31.25,7.289999962,5.53000021
178,11.83222771,75.454576,Kannur,26,0.92740995,7.967959672,21.92949408,30.78086216,70.64805075,0.39913753,0.119999997,395.7799988,5.099999905,0.15,101,182.1999969,115,27.54999924,627,1.370000005,42.09999847,31.21999931,8.600000381,6.429999828
179,11.91705513,75.507207,Kannur,101,7.2987833,16.04581845,21.70774494,31.9706402,66.38667776,0.62527716,0.119999997,324.1499939,5.300000191,0.15,85.40000153,432.769989,98.63999939,28.54999924,601,2.900000095,11.02999973,34.11999893,7.579999924,5.760000229
180,11.91701794,75.506283,Kannur,101,3.7861617,16.04581845,21.70774494,31.9706402,66.38667776,0.61121094,0.119999997,1176.51001,4.090000153,0.15,22.20000076,255.5,202.6300049,65.33000183,617,4.099999905,95.43000031,17.60000038,7.269999981,6.329999924
181,11.9986248,75.73169708,Kannur,51,1.8543341,17.66983283,20.09892583,33.19815821,62.46473311,0.69904095,0.150000006,402,6.100413799,0.15,58.259852,268.5280151,89.94999695,65.58850098,785,1.25,48.99599838,35.63225174,6.449999809,5.869999886
182,11.84430218,75.530157,Kannur,45,0.92740995,7.892810106,21.92949408,30.78086216,70.64805075,0.5062732,0.159999996,184,2.579999924,0.15,19.79999924,62.5,122,41.29000092,389,2.099999905,12.39999962,28.53000069,10.03999996,5.829999924
183,11.89894485,75.430633,Kannur,35,4.213278,10.46054196,22.01733209,31.7111366,68.33291587,0.46867856,0.159999996,1300,4.739999771,0.15,21.79999924,362.4299927,348,86.95999908,599,2.119999886,96.27999878,33.63000107,4.650000095,6.380000114
184,12.22844696,75.478743,Kannur,112,11.883978,49.92389035,18.63982465,30.2886402,66.84288069,0.76774603,0.209999993,259,6.528739929,0.15,52.23519897,215.3999939,80.22799683,36.96900177,255.6799927,0.949999988,23.36000061,25.345548,5.880000114,5.360000134
185,11.99684811,75.667049,Kannur,39,9.785564,19.0768224,20.09892583,33.19815821,62.46473311,0.50395256,0.103799999,210,6.247399807,0.16,60.28519821,214.3679962,97.25,49.95000076,263.4240112,1.787234043,17.95359993,31.28960037,7.866000175,5.130000114
186,11.88987732,75.487219,Kannur,25,6.5328007,14.93052262,21.70774494,31.9706402,66.38667776,0.57665074,0.075000003,396,4.547399998,0.16,38.83000183,412.7999878,104.8219986,31.95999908,407,1.998999953,52.36000061,22.52799988,6.039999962,5.78000021
187,12.08963299,75.34725952,Kannur,17,5.424627,9.119403295,22.6973224,31.52068218,68.47627566,0.47787282,0.171000004,287,5.199999809,0.16,62.22999954,158.3999939,92.22000122,52.70000076,658,3.200000048,62.61999893,84,5.239999771,5.429999828
